0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
7,0,0,0,0,5,7,10,0,2,0,8,9,10,8,3,0,0,8,0,0,0,0,5,0,0,11,0,5,5,0,0,0,8,6,9,0,9,3,0,0,0,0,3,9,0,2,7,0,5
0,2,0,6,0,6,0,2,0,10,0,3,0,0,9,0,0,0,7,10,1,0,2,9,0,0,9,10,0,1,3,0,0,7,5,0,5,0,8,0,7,0,0,9,9,0,0,4,7,5
0,0,4,9,0,1,4,0,6,0,0,0,0,1,4,0,7,2,0,0,0,8,0,0,1,0,0,5,0,0,0,16,2,3,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,10,0,0,2,8,0,0,5,6,6,0,3,7,3,0,3,0,0,0,0,9,0,16,0,19,7,0,9,0,0,2,0,8,6,0,0,0,0,4,0,8,0,0
6,0,0,0,2,9,6,4,0,0,0,0,0,5,0,8,6,9,6,2,1,2,0,6,10,0,7,0,9,0,0,0,9,0,1,3,0,0,0,0,4,2,0,2,0,4,0,1,0,0
0,0,0,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,8,0,2,0,5,0,0,9,6,2,5,10,9,0,0,14,6,5,0,0,0,10,0,0,7,0,0,0,0,0,0,8
3,0,0,0,0,10,0,1,6,5,0,0,0,0,2,0,0,0,5,7,0,8,6,10,2,7,1,0,5,9,6,0,17,0,6,0,0,5,8,0,0,0,3,5,1,0,0,4,6,0
8,0,6,0,0,3,8,0,0,0,6,0,0,0,0,0,0,0,9,0,3,3,9,1,0,0,3,0,9,0,0,0,0,8,0,0,0,7,10,0,2,0,0,1,0,0,0,10,6,2
0,10,8,0,0,0,0,2,0,0,0,0,0,9,8,0,7,0,9,10,0,3,4,6,0,3,0,5,0,4,10,5,4,0,17,0,17,3,10,0,0,10,10,2,0,0,4,0,0,2
0,0,3,0,4,0,0,0,8,8,0,0,4,3,0,0,9,2,0,0,10,0,0,10,0,0,3,9,0,0,0,8,6,0,14,13,0,2,0,0,2,4,0,9,6,3,0,0,0,4
0,8,7,0,5,4,5,3,0,0,0,0,0,0,0,7,0,8,4,0,0,4,0,0,6,0,0,7,0,5,0,0,9,10,0,0,1,0,15,0,2,0,0,3,3,0,8,0,1,0
8,0,0,0,3,0,9,6,0,4,10,2,0,0,4,0,0,5,0,5,0,0,0,0,0,8,0,10,3,0,0,0,5,4,0,6,0,0,0,11,9,0,0,0,9,0,0,0,8,2
1,1,0,0,1,0,0,0,0,0,0,7,10,0,7,0,0,8,0,0,7,7,0,0,4,6,3,0,8,0,0,3,2,2,0,5,1,11,13,0,6,3,0,0,1,4,3,0,0,0
0,5,0,0,0,0,5,6,0,5,2,7,8,0,0,0,0,0,0,0,0,4,0,0,1,2,0,10,2,0,2,0,0,3,0,0,7,0,6,1,0,0,0,0,6,0,1,4,9,9
0,0,0,7,0,7,0,0,9,2,2,0,0,0,5,0,0,0,6,6,7,0,0,0,8,4,0,0,0,5,0,0,1,9,6,0,0,0,0,0,5,0,4,0,1,0,1,10,0,2
3,0,0,0,9,0,0,8,3,0,0,0,0,0,5,4,1,8,2,5,4,0,0,9,0,7,3,0,2,6,1,0,0,0,0,1,0,1,0,0,0,0,0,18,0,1,0,0,5,0
5,0,0,3,0,10,0,0,4,0,7,0,8,7,0,0,9,2,0,0,8,0,2,0,0,3,3,0,0,8,2,0,3,8,0,0,0,0,0,0,0,3,0,0,17,0,0,0,3,2
0,2,2,0,0,0,0,0,0,7,0,0,0,0,0,9,0,2,0,0,8,0,0,3,9,0,0,0,0,10,0,0,0,0,3,1,0,0,2,4,0,0,0,18,0,7,0,4,0,0
2,0,7,1,0,0,7,0,3,0,0,0,0,0,0,0,0,9,3,1,10,4,0,0,0,0,0,1,0,0,0,0,0,6,0,9,0,0,0,0,0,4,0,0,0,0,3,0,0,1
0,0,5,1,0,6,0,8,0,0,0,0,0,5,5,1,0,0,8,9,5,0,2,0,0,0,3,0,4,0,0,4,3,4,0,10,0,0,0,0,0,0,0,0,0,9,0,18,14,7
0,0,0,0,0,7,0,4,0,1,0,0,0,0,0,0,0,0,0,7,7,0,0,10,0,0,0,2,0,0,0,3,0,0,10,7,0,0,4,0,0,0,0,0,8,0,16,0,14,10
8,0,0,0,0,0,5,0,1,0,8,0,7,0,0,0,8,2,2,0,7,0,0,0,0,0,1,0,0,5,0,10,0,1,0,5,0,0,9,6,0,0,0,0,9,3,17,15,0,0
0,0,0,0,0,6,10,0,9,0,0,6,0,3,0,1,0,0,0,6,0,0,2,0,0,0,0,0,0,7,2,0,0,0,0,0,8,0,0,0,0,0,2,0,1,0,0,0,0,0
