0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0,0,0,0,0,0,0,0,17,0,12,11,0,19,0,13,12,15,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,9,0,0,0,0,0,17,18,18,14,11,0,11,14,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0
8,0,0,9,0,0,0,0,0,0,13,0,19,15,12,0,16,17,11,14,1,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,8,0,0,2,0,0,0,5,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,11,18,16,17,14,11,18,0,19,13,13,0,0,9,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
0,0,0,1,0,0,0,0,0,19,17,0,11,11,19,18,13,0,17,13,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9
0,0,0,0,0,4,0,0,0,11,11,0,16,15,15,0,19,11,0,13,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0
0,0,0,0,0,9,0,0,0,18,15,0,12,15,12,17,11,14,12,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,11,11,11,16,0,13,13,17,15,13,0,11,17,7,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,16,0,16,17,19,16,16,11,12,14,14,14,11,12,6,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,16,11,0,15,16,11,19,19,14,12,17,12,15,0,10,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,12,13,16,0,16,0,17,16,19,16,13,15,16,16,9,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,16,14,14,11,0,19,16,18,16,11,14,17,18,11,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0,0,2,9,3,0,0,0,0,0,0,0,15,18,12,14,14,0,16,13,16,13,11,13,15,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,19,0,0,0,17,0,17,18,16,0,12,12,14,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,10,12,19,17,13,14,12,11,0,12,12,14,15,0,15,10,0,0,0,6,0,5,0,0,0,0,0,10,0,0,0
0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,14,11,13,17,17,11,19,18,0,12,14,18,17,17,8,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0
0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,14,11,14,0,17,0,13,0,15,14,12,12,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,17,12,0,17,11,11,18,18,17,12,0,19,17,11,0,0,0,3,0,0,0,0,0,0,0,0,6,7,0,0
0,0,9,6,0,7,4,0,0,0,0,0,0,0,0,0,8,0,1,0,18,19,15,18,15,0,19,16,17,17,12,0,16,15,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,19,11,17,11,13,11,13,12,0,17,15,11,0,14,6,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,19,17,11,19,15,0,18,14,11,0,19,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,16,12,19,16,17,17,17,13,14,13,13,16,14,0,19
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,7,17,0,13,14,19,19,17,14,0,19,12,13,15,17,13,19
0,6,5,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,16,0,18,17,13,16,13,12,0,13,0,16,18,11,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,12,0,0,16,13,19,14,14,16,16,11,15,0,11,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,11,17,11,17,0,13,16,17,13,14,13,16,15,17,19,19
0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,19,14,18,18,0,12,0,11,15,0,12,19,18,17,13
0,0,0,6,0,0,0,0,0,2,0,0,0,5,1,6,0,0,0,0,10,0,0,7,0,0,0,0,0,0,0,2,0,6,18,0,0,12,12,0,0,11,16,13,16,11,16,11,11,11
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,18,17,19,15,16,15,13,0,12,18,0,18,12,18,15,19
0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,12,18,13,14,11,18,0,12,11,17,13,0,11,17
2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,11,11,18,18,14,11,17,0,12,18,16,18,15,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18,19,13,19,19,18,11,14,0,0,11,15,0,14,15
0,0,0,0,0,6,0,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,19,16,13,13,12,17,14,19,19,14,17,0,16,0,12,12
0,0,0,0,0,7,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,19,11,12,16,14,15,19,15,17,0,15,18,11
8,0,5,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,13,15,0,11,0,19,15,17,14,18,19,16,17,0,19,0
0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,7,0,0,10,0,11,0,15,16,16,17,18,14,14,13,0,17,17,13,0,11
0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,7,0,0,7,0,8,0,0,0,18,12,14,0,14,18,18,19,12,12,14,16,11,16,0,0
