0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0,0,9,5,0,19,12,13,15,0,14,19,14,0,8,0,0,0,1,0,0,0,0,5,0,0,0,0,9,0,0,2,0,0,0,3,0,7,0,0,0,3,5,0,0,6,0,9,0
0,2,0,0,0,3,16,12,17,12,19,0,11,15,12,7,6,0,0,0,0,0,8,0,3,0,0,0,0,2,0,0,0,0,0,4,0,0,3,0,8,8,9,0,0,0,8,0,0,0
0,0,5,0,0,4,15,11,14,18,19,16,0,15,17,5,6,3,0,6,0,3,0,0,0,0,0,6,0,0,0,0,0,8,0,9,3,0,0,8,0,0,3,4,0,7,0,0,6,2
0,0,0,0,1,0,0,19,17,13,0,16,18,0,19,1,0,0,1,9,8,4,7,10,10,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,9,1,9,0,0,3,0,0
4,1,5,8,0,5,14,18,19,13,17,11,0,15,0,9,6,7,9,0,0,0,0,0,0,6,3,0,0,0,0,0,0,6,2,0,6,2,0,0,0,0,0,3,0,0,0,0,0,0
0,2,3,0,0,0,0,0,0,0,0,0,7,6,0,0,19,13,0,0,11,1,9,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,2,6,0,0,8,6,0,3,3,1,3,9
1,0,6,0,7,0,0,3,6,0,9,0,4,2,0,0,0,12,12,15,12,10,4,0,0,0,0,0,4,6,0,5,0,3,0,0,2,8,3,4,0,2,0,0,0,0,0,8,0,0
4,0,9,0,0,1,0,0,0,6,0,4,7,0,0,11,12,0,16,19,19,4,0,8,9,0,2,0,0,0,0,0,10,9,0,9,0,6,0,10,6,8,0,0,5,0,3,9,9,0
0,3,0,5,6,0,0,1,0,2,0,0,3,0,0,17,18,18,0,13,11,6,6,0,0,5,3,0,0,0,0,0,0,0,0,9,2,0,0,0,0,3,9,4,0,5,0,6,9,3
1,3,0,0,2,0,0,0,0,7,0,8,2,0,0,14,18,19,16,0,18,6,9,8,0,10,1,0,0,0,0,10,3,0,7,8,0,8,0,2,0,9,0,9,0,8,0,6,0,4
0,0,3,0,0,0,4,8,3,0,3,9,0,0,5,0,18,19,13,13,0,6,0,3,4,0,0,8,10,0,9,0,3,0,8,0,0,10,4,0,0,2,1,5,0,0,10,7,0,5
10,0,1,0,0,0,0,6,9,0,3,2,0,0,0,3,0,0,7,0,0,0,12,12,17,10,0,0,6,7,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,6,0,0,8,3,0,0,1,3,9,0,4,8,7,0,5,0,0,0,17,0,12,19,1,0,5,0,9,0,0,8,0,4,10,0,0,0,0,5,0,5,0,0,0,10,8,0,0
2,7,2,0,0,0,0,0,3,0,1,3,3,2,9,5,4,0,3,10,0,18,0,0,12,8,0,8,0,0,1,0,10,7,0,0,0,0,5,5,0,6,0,6,0,6,0,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,10,0,3,18,16,15,0,9,0,0,7,1,4,7,8,10,0,0,1,2,0,0,0,10,0,0,6,0,0,0,0,0
1,0,0,0,0,1,0,8,5,4,0,0,0,0,6,0,0,0,10,3,0,5,10,6,8,0,13,16,17,4,8,0,1,8,8,0,0,4,0,0,10,4,0,0,0,1,5,8,0,0
3,0,0,0,0,0,5,2,0,2,0,0,7,10,0,0,0,9,0,0,0,0,0,0,0,18,0,14,18,6,0,2,4,3,9,0,0,1,0,10,0,0,0,0,2,0,7,8,0,1
0,0,8,0,0,0,9,10,1,0,2,9,0,0,0,0,7,0,0,0,0,0,3,1,0,12,11,0,16,2,0,6,3,0,4,10,3,0,9,0,3,0,5,4,1,2,0,0,7,2
0,0,3,5,8,0,0,3,0,0,5,0,0,6,0,1,0,0,0,5,3,0,0,4,8,19,18,16,0,8,2,0,0,7,0,0,6,0,0,8,4,0,0,0,7,7,0,8,0,0
6,0,9,5,5,0,0,0,4,0,8,9,0,9,7,5,2,0,0,0,0,0,0,0,10,0,8,2,0,0,17,13,11,16,0,19,9,0,0,3,0,0,3,0,3,0,0,5,3,0
0,0,0,5,0,0,2,10,0,10,0,7,0,0,0,0,9,5,0,0,0,2,0,9,7,0,7,10,9,13,0,11,0,15,14,17,10,0,0,3,0,9,0,0,0,0,0,6,0,9
1,0,0,0,5,2,0,10,0,0,6,0,0,0,9,0,0,0,5,6,4,6,0,0,3,0,0,0,0,12,18,0,12,13,19,15,2,5,0,3,0,0,7,0,0,3,2,0,0,9
3,7,0,2,0,0,10,9,2,0,1,3,6,9,0,0,2,7,3,0,0,0,0,0,0,0,4,0,2,15,13,11,0,12,12,13,7,7,0,3,2,8,3,0,0,0,0,0,0,0
0,0,3,9,0,2,10,0,4,0,0,1,0,0,5,0,8,8,0,0,0,0,8,0,2,2,4,2,0,12,16,17,16,0,19,16,2,0,10,0,0,7,8,9,0,0,0,2,0,0
9,4,0,0,0,3,6,0,0,0,4,0,0,7,7,3,0,0,0,0,0,6,0,3,0,7,0,2,2,19,14,13,0,15,0,11,6,4,0,0,0,4,0,0,1,4,0,0,0,0
1,8,1,5,9,10,0,0,3,0,7,8,0,3,9,4,0,0,0,0,1,0,3,0,0,0,0,0,0,17,13,0,11,14,19,0,7,0,0,10,0,7,5,0,0,3,0,2,0,0
0,6,0,2,4,0,0,9,1,0,0,8,0,8,0,0,9,6,0,0,9,9,0,9,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,3,0,6,7,0,0,0,0,0,0
0,0,0,0,0,6,0,5,0,0,3,0,0,5,3,0,0,0,0,3,0,0,0,0,7,10,0,0,3,1,0,0,0,2,0,6,0,0,11,14,0,1,2,0,10,7,0,0,8,0
0,0,0,0,0,0,0,0,9,10,8,5,4,0,0,0,0,0,4,0,0,0,0,0,3,0,2,0,0,0,0,0,3,0,0,0,6,14,0,15,6,0,0,1,8,0,2,0,10,0
9,3,0,0,2,6,6,0,10,0,0,0,2,0,3,0,0,10,9,5,0,4,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,17,14,0,4,0,4,0,4,0,0,0,0,0
9,0,0,9,0,0,0,2,0,0,0,10,0,0,3,6,0,0,3,0,0,0,0,0,7,0,4,1,0,0,0,0,0,10,0,1,0,5,0,5,0,0,0,3,9,10,0,5,0,0
0,0,1,0,5,0,2,0,6,0,0,2,7,0,0,0,0,10,1,0,0,0,0,0,7,0,0,0,0,0,2,5,0,9,0,0,3,0,10,0,6,0,14,16,11,14,18,14,18,18
0,0,5,0,0,0,0,0,0,8,8,0,0,0,0,0,5,0,0,0,0,0,4,0,1,0,0,0,0,0,8,8,0,0,0,0,7,0,0,4,0,13,0,17,12,12,12,13,19,13
10,3,7,7,0,0,5,6,0,0,5,0,7,6,0,0,0,0,1,4,0,3,0,0,0,4,3,0,0,3,2,1,0,9,0,3,10,0,5,1,2,18,12,0,13,19,15,11,12,0
2,0,3,6,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,1,5,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,3,8,0,0,0,0,12,0,18,13,18,0,18
0,4,0,1,3,7,2,4,0,2,0,0,2,0,0,6,2,0,0,0,6,8,0,1,0,0,7,0,6,0,0,0,0,0,7,10,0,3,9,0,7,19,11,13,11,0,18,16,15,19
1,2,0,0,1,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,7,0,2,5,0,2,0,0,2,5,15,15,16,16,18,0,12,14,12
0,0,0,4,5,0,0,2,0,6,5,0,5,3,3,0,0,9,0,4,0,9,0,7,0,0,0,10,9,0,0,0,4,1,0,3,7,0,6,0,0,14,16,19,12,18,13,0,17,11
0,3,0,0,0,0,0,0,0,0,10,0,0,0,6,3,9,2,0,0,9,6,0,0,0,0,6,9,0,7,1,10,7,9,0,0,4,0,0,9,5,18,15,18,14,16,16,17,0,14
6,7,9,0,0,0,0,9,0,0,4,0,0,9,0,2,0,0,0,8,0,2,8,0,0,0,10,3,7,7,6,1,2,0,4,0,0,6,4,0,9,0,13,0,13,0,17,12,14,0
