0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,3,13,15,12,0,18,13,13,17,0,17,0,17,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,11,0,0,0,11,19,16,16,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,0,18,0,14,12,19,0,14,17,17,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,18,0,16,17,0,0,15,15,18,6,0,0,0,0,0,4,0,0,0
2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,14,19,0,12,14,17,16,19,7,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,11,18,0,13,0,13,0,0,12,15,8,0,0,0,0,0,0,0,0,7
0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,14,14,0,0,12,0,0,17,0,18,0,5,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,4,0,8,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,16,0,18,0,0,0,0,15,2,10,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,18,0,19,17,13,0,0,14,12,0,9,9,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,18,16,0,16,0,0,19,16,3,0,0,0,0,0,0,0,0,0
6,6,0,0,0,0,10,6,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,0,0,0,18,0,0,0,0,0,0,0,0,4,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,10,0,11,19,14,16,0,12,0,0,11,0,10,0,0,0,0,0,0,0,0,0
0,1,7,0,0,0,0,7,10,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,12,0,14,19,0,0,11,15,12
0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,11,0,13,13,0,0,0,19,0,0
0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,14,18,0,17,0,19
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,14,0,0,18,0,0,12,0,12
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,11,12,0,18,14,13,0,19
0,4,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,14,0,11,0,17,19,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,19,16,11,11,0,19,13,18
0,0,0,0,0,10,7,0,6,5,5,4,0,0,0,0,0,10,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,11,19,16,12,13,18,0,13,0
0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,0,0,15,0,0,0,0
5,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,8,0,0,0,3,0,0,0,0,17,15,19,0,13,16,15,0,15,0
